GENE	Class
gb|NG_055500.1|+|1-900|ARO:3006214|VEB-19	cephalosporin, monobactam
gb|NG_063895.1|+|1-900|ARO:3006216|VEB-21	cephalosporin, monobactam
gb|NG_067165.1|+|1-900|ARO:3006219|VEB-24	cephalosporin, monobactam
gb|NG_067227.1|+|1-900|ARO:3006220|VEB-25	cephalosporin, monobactam
gb|NG_070222.1|+|1-900|ARO:3006221|VEB-26	cephalosporin, monobactam
gb|NG_070755.1|+|1-900|ARO:3006222|VEB-27	cephalosporin, monobactam
gb|NG_050368.1|+|1-801|ARO:3002310|VIM-40	penem, cephalosporin, penam, cephamycin, carbapenem
gb|NG_050369.1|+|1-801|ARO:3002311|VIM-41	penem, cephalosporin, penam, cephamycin, carbapenem
gb|NG_050372.1|+|1-801|ARO:3003660|VIM-44	penem, cephalosporin, penam, cephamycin, carbapenem
gb|NG_050373.1|+|1-801|ARO:3003661|VIM-45	penem, cephalosporin, penam, cephamycin, carbapenem
gb|NG_050374.1|+|1-801|ARO:3003662|VIM-46	penem, cephalosporin, penam, cephamycin, carbapenem
gb|NG_064783.1|+|1-801|ARO:3005496|VIM-48	penem, cephalosporin, penam, cephamycin, carbapenem
gb|NG_050376.1|+|1-801|ARO:3005497|VIM-49	penem, cephalosporin, penam, cephamycin, carbapenem
gb|NG_050378.1|+|1-801|ARO:3005498|VIM-50	penem, cephalosporin, penam, cephamycin, carbapenem
gb|NG_050379.1|+|1-801|ARO:3005499|VIM-51	penem, cephalosporin, penam, cephamycin, carbapenem
gb|NG_055489.1|+|1-801|ARO:3005500|VIM-52	penem, cephalosporin, penam, cephamycin, carbapenem
gb|NG_062231.1|+|1-801|ARO:3005501|VIM-53	penem, cephalosporin, penam, cephamycin, carbapenem
gb|NG_052864.1|+|1-801|ARO:3005502|VIM-54	penem, cephalosporin, penam, cephamycin, carbapenem
gb|NG_064784.1|+|1-801|ARO:3005503|VIM-55	penem, cephalosporin, penam, cephamycin, carbapenem
gb|NG_056405.1|+|1-801|ARO:3005504|VIM-56	penem, cephalosporin, penam, cephamycin, carbapenem
gb|NG_060572.1|+|1-801|ARO:3005505|VIM-57	penem, cephalosporin, penam, cephamycin, carbapenem
gb|NG_060588.1|+|1-801|ARO:3005506|VIM-58	penem, cephalosporin, penam, cephamycin, carbapenem
gb|NG_061412.1|+|94-894|ARO:3005507|VIM-59	penem, cephalosporin, penam, cephamycin, carbapenem
gb|NG_061404.1|+|1-801|ARO:3005508|VIM-60	penem, cephalosporin, penam, cephamycin, carbapenem
gb|NG_063896.1|+|1-801|ARO:3005510|VIM-62	penem, cephalosporin, penam, cephamycin, carbapenem
gb|NG_064785.1|+|1-801|ARO:3005511|VIM-63	penem, cephalosporin, penam, cephamycin, carbapenem
gb|NG_065447.1|+|1-801|ARO:3005512|VIM-64	penem, cephalosporin, penam, cephamycin, carbapenem
gb|NG_065448.1|+|1-801|ARO:3005513|VIM-65	penem, cephalosporin, penam, cephamycin, carbapenem
gb|NG_064786.1|+|1-801|ARO:3005514|VIM-66	penem, cephalosporin, penam, cephamycin, carbapenem
gb|NG_065942.1|+|1-801|ARO:3005515|VIM-67	penem, cephalosporin, penam, cephamycin, carbapenem
gb|NG_065943.1|+|1-801|ARO:3005516|VIM-68	penem, cephalosporin, penam, cephamycin, carbapenem
gb|NG_068039.1|+|1-801|ARO:3005518|VIM-70	penem, cephalosporin, penam, cephamycin, carbapenem
gb|NG_070757.1|+|1-801|ARO:3005521|VIM-73	penem, cephalosporin, penam, cephamycin, carbapenem
gb|OM638112.1|-|0-1620|ARO:3007274|MCR-10.5	peptide
gb|MZ004933.1|-|9952-10765|ARO:3007023|NDM-33	penam, cephamycin, cephalosporin, carbapenem
gb|M97297.1|+|9052-9963|ARO:3002955|vanY_in_vanA_cl	glycopeptide
gb|M97297.1|+|6018-6986|ARO:3002942|vanH_in_vanA_cl	glycopeptide
gb|M97297.1|+|8016-8624|ARO:3002949|vanX_in_vanA_cl	glycopeptide
gb|AF162694.1|+|3007-5104|ARO:3002970|vanT_in_vanC_cl	glycopeptide
gb|AF155139.1|+|2199-3297|ARO:3002936|vanS_in_vanF_cl	glycopeptide
gb|AE004091.2|+|4120468-4121107|ARO:3003710|MexL	multidrug
gb|KF485393.2|+|6723-7632|ARO:3003894|Rm3	penam, cephalosporin, carbapenem
gb|JAGFWU010000059.1|-|6396-8016|ARO:3007276|MCR-10.4	peptide
gb|KY807920.1|-|9895-11539|ARO:3004332|MCR-5.1	peptide
gb|MH332767.1|+|0-1623|ARO:3007278|MCR-3.17	peptide
gb|KF478993.1|-|4909-5947|ARO:3002941|vanS_in_vanO_cl	glycopeptide
gb|MW269959.1|+|0-930|ARO:3007041|Erm(52)	streptogramin, macrolide, lincosamide 
gb|CP046364.1|+|33122-34580|ARO:3007042|msr(G)	streptogramin, macrolide 
gb|CP046364.1|+|31811-33005|ARO:3007044|mefF	macrolide
gb|MW269960.1|+|0-330|ARO:3007047|mefH	macrolide
gb|X76949.1|+|1548-2043|ARO:3007106|nimD	nitroimidazole
gb|LC473083.1|-|20056-20848|ARO:3007032|Erm(50)	streptogramin, macrolide, lincosamide 
gb|NG_065433.1|+|0-822|ARO:3005337|OXA-647	penam, carbapenem
gb|MH473150.1|+|0-1494|ARO:3005121|lsaD	streptogramin, pleuromutilin, lincosamide 
gb|MW854031.1|+|0-1140|ARO:3007085|PRC-1	cephalosporin, penam
gb|MZ570431.1|+|0-888|ARO:3007087|KPC-90	penam, cephalosporin, monobactam, carbapenem
gb|MW581775.1|+|0-882|ARO:3007089|KPC-83	penam, cephalosporin, monobactam, carbapenem
gb|MZ569034.1|+|0-897|ARO:3007102|KPC-93	penam, cephalosporin, monobactam, carbapenem
gb|X71444.1|+|1613-2144|ARO:3007104|nimA	nitroimidazole
gb|JAGZKL010000021.1|+|2570-3623|ARO:3007118|crxA	carbapenem
gb|AY485122.1|+|0-1920|ARO:3007121|tet(O/W)	tetracycline
gb|DQ525023.1|+|28-1948|ARO:3007122|tet(O/W/32/O)	tetracycline
gb|AY196920.1|+|0-1920|ARO:3007123|tet(O/W/O)	tetracycline
gb|AY049983.2|+|8308-10228|ARO:3007124|tet(W/32/O)	tetracycline
gb|U01917.1|+|412-730|ARO:3004650|tet(U)	tetracycline
gb|AJ311171.1|-|12109-13189|ARO:3005166|tet(X1)	tetracycline
gb|MN179494.1|+|0-1620|ARO:3007137|mcr-10.1	peptide
gb|KT159981.2|+|248-1118|ARO:3007180|MAB	penem, penam, cephalosporin
gb|MK965519.1|-|5046-6690|ARO:3007281|MCR-5.4	peptide
gb|GU565967.1|-|24979-26419|ARO:3002597|AAC6_Ie_APH2_Ia	aminoglycoside
gb|AB858498.1|+|0-864|ARO:3007199|PAM-1	cephalosporin, carbapenem
gb|BQKM01000003.1|+|545052-545916|ARO:3007200|PAM-2	carbapenem, cephalosporin
gb|BQKL01000042.1|+|20312-21176|ARO:3007201|PAM-3	carbapenem, cephalosporin
gb|KP862821.1|+|0-813|ARO:3003664|NDM-16a	penam, cephamycin, cephalosporin, carbapenem
gb|AP024206.1|-|9811-10624|ARO:3007202|NDM-16b	penam, cephamycin, cephalosporin, carbapenem
gb|CP018074.1|+|518413-519844|ARO:3007209|Sven_rox	rifamycin
gb|AP006618.1|+|3747376-3748798|ARO:3007210|Nfar_rox	rifamycin
gb|MZ254705.1|+|0-813|ARO:3007211|NDM-34	penam, cephamycin, cephalosporin, carbapenem
gb|MZ265788.1|+|0-813|ARO:3007212|NDM-35	penam, cephamycin, cephalosporin, carbapenem
gb|JAHAWL010000074.1|+|271-1084|ARO:3007213|NDM-36	penam, cephamycin, cephalosporin, carbapenem
gb|CP091926.1|+|98948-99761|ARO:3007214|NDM-37	penam, cephamycin, cephalosporin, carbapenem
gb|MZ359766.1|+|0-813|ARO:3007215|NDM-38	penam, cephamycin, cephalosporin, carbapenem
gb|MZ748325.1|+|0-813|ARO:3007216|NDM-39	penam, cephamycin, cephalosporin, carbapenem
gb|MZ748326.1|+|0-813|ARO:3007217|NDM-40	penam, cephamycin, cephalosporin, carbapenem
gb|MZ913436.1|+|0-813|ARO:3007218|NDM-41	penam, cephamycin, cephalosporin, carbapenem
gb|ON205946.1|+|20-833|ARO:3007219|NDM-42	penam, cephamycin, cephalosporin, carbapenem
gb|ON954084.1|+|0-813|ARO:3007220|NDM-43	penam, cephamycin, cephalosporin, carbapenem
gb|MH062179.1|-|0-1644|ARO:3007282|MCR-5.3	peptide
gb|KC876749.1|+|4708-5134|ARO:3003208|FosXCC	phosphonic acid
gb|CP003505.2|-|17007-17412|ARO:3007370|FosI	phosphonic acid
gb|PDWW01000024.1|+|35568-36474|ARO:3007374|PJM-1	penam, carbapenem, cephamycin, cephalosporin
gb|MZ646141.1|+|0-882|ARO:3007383|KPC-95	penam, cephalosporin, monobactam, carbapenem
gb|DQ241380.1|+|0-777|ARO:3002539|AAC(3)-IVa	aminoglycoside
gb|AY522923.1|-|7744-8983|ARO:3003839|Mrx	macrolide
gb|QUDP01000003.1|-|16034-17069|ARO:3005023|cfrE	oxazolidinone, phenicol, lincosamide, streptogramin, pleuromutilin 
